Cell QID,Article QID
Q111416755,Q90950243
Q111451670,Q111245549
Q111416540,Q83232134
Q111416545,Q83232134
Q111416860,Q93063965
Q111393957,Q92017855
Q111416637,Q101127596
Q111416638,Q101127596
Q111416640,Q110477396
Q111729412,Q94948254
Q111416574,Q91891091
Q107446532,Q58793343
Q107446898,Q70906629
Q107550672,Q104130336
Q107446686,Q33664675
Q114095446,Q112648283
Q107550290,Q106534301
Q108625757,Q47095124
Q108625762,Q47095124
Q108625765,Q47095124
Q107550606,Q95602396
Q113407758,Q92055634
Q113407759,Q92055634
Q113407762,Q92055634
Q116185054,Q55118285
Q116185393,Q55118285
Q116185424,Q55118285
Q116254315,Q55118285
Q116254317,Q55118285
Q116254855,Q55118285
Q116259180,Q55118285
Q116267973,Q55118285
Q116267974,Q55118285
Q116267992,Q55118285
Q116267994,Q55118285
Q116268000,Q55118285
Q116268001,Q55118285
Q116268023,Q55118285
Q116278443,Q55118285
Q116314611,Q55118285
Q116314618,Q55118285
Q116315479,Q55118285
Q116315683,Q55118285
Q116315915,Q55118285
Q116342373,Q55118285
Q116342386,Q55118285
Q116342504,Q55118285
Q116342521,Q55118285
Q107369430,Q104552382
Q113044625,Q38251585
Q113044636,Q38251585
Q113044638,Q38251585
Q113044657,Q38251585
Q113044658,Q38251585
Q113044706,Q38251585
Q113046492,Q38251585
Q107550685,Q106642644
Q107550690,Q106642644
Q108625769,Q93040438
Q113044720,Q91321664
Q113044721,Q91321664
Q113044735,Q91321664
Q113044736,Q91321664
Q113044744,Q91321664
Q107550350,Q106534414
Q107446146,Q89808480
Q107446222,Q89808480
Q107446247,Q89808480
Q107452697,Q92826478
Q107559260,Q104450608
Q113044596,Q89748825
Q113044597,Q89748825
Q107301411,Q106354969
Q107301415,Q106354969
Q107301425,Q106354969
Q113661767,Q56529283
Q113661768,Q56529283
Q107446909,Q92766837
Q107446918,Q92766837
Q113044580,Q91662280
Q108611479,Q90348985
Q107550379,Q109264954
Q107550371,Q106535191
Q107550379,Q106535191
Q107550380,Q106535191
Q107550581,Q106535191
Q107550614,Q102206138
Q107297715,Q57804774
Q113141327,Q52350169
Q108601039,Q106272047
Q108601042,Q106272047
Q108601043,Q106272047
Q107550695,Q99604056
Q109922744,Q92303660
Q109922746,Q92303660
Q109922226,Q91960518
Q109922228,Q91960518
Q109593260,Q59066334
Q109593261,Q59066334
Q109593263,Q59066334
Q109805074,Q108923922
Q109805076,Q108923922
Q109805228,Q108923922
Q109805229,Q108923922
Q108933022,Q50001722
Q109923028,Q92614159
Q109923031,Q92614159
Q109922457,Q109361945
Q109922458,Q109361945
Q109922459,Q109361945
Q109282902,Q96690191
Q109282906,Q96690191
Q109922289,Q57173237
Q108651089,Q50420532
Q108651095,Q50420532
Q109922756,Q57814130
Q109593260,Q55118285
Q109593261,Q55118285
Q109923043,Q109755007
Q109923044,Q109755007
Q109923045,Q109755007
Q109922728,Q58605173
Q109650377,Q91969373
Q109662146,Q97903250
Q109662147,Q97903250
Q109662152,Q97903250
Q109922900,Q98388185
Q109922901,Q98388185
Q109746361,Q89748873
Q109746221,Q108840167
Q109746223,Q108840167
Q108662709,Q94473592
Q108699661,Q104794656
Q109746356,Q92932854
Q109650380,Q36433286
Q109650381,Q36433286
Q109650384,Q36433286
Q109922449,Q109361717
Q109922451,Q109361717
Q109235257,Q107332851
Q109235347,Q107332851
Q109259789,Q107332851
Q109259792,Q107332851
Q109922583,Q90572524
Q109282925,Q42144472
Q109650353,Q59770869
Q109650360,Q59770869
Q109922447,Q109361436
Q71307005,Q71306466
Q71307011,Q71306466
Q71309270,Q71306466
Q71309850,Q71306466
Q71313767,Q71306466
Q71314045,Q71306466
Q71314919,Q71306466
Q71314934,Q71306466
Q71314970,Q71306466
Q71314979,Q71306466
Q71314991,Q71306466
Q101062654,Q96952470
Q4918570,Q55118285
Q5712474,Q55118285
Q116267962,Q55118285
Q116267975,Q55118285
Q116267981,Q55118285
Q116268006,Q55118285
Q116278458,Q55118285
Q116278513,Q55118285
Q116314477,Q55118285
Q116314479,Q55118285
Q116314615,Q55118285
Q116314847,Q55118285
Q116314860,Q55118285
Q116314889,Q55118285
Q116315235,Q55118285
Q116315269,Q55118285
Q116315520,Q55118285
Q116315592,Q55118285
Q116315790,Q55118285
Q116342397,Q55118285
Q116342451,Q55118285
Q116342480,Q55118285
Q116342501,Q55118285
Q116342594,Q55118285
Q116342685,Q55118285
Q116446893,Q55118285
Q116446910,Q55118285
Q116447146,Q55118285
Q116447148,Q55118285
Q116447151,Q55118285
Q116446900,Q55118285
Q109922739,Q92303660
Q109922742,Q92303660
Q107297669,Q101476452
Q109593254,Q59066334
Q107446491,Q37314462
Q107550294,Q106534301
Q109805075,Q108923922
Q109805080,Q108923922
Q109922284,Q108923922
Q108933024,Q50001722
Q109746210,Q91523279
Q106517058,Q106248504
Q109922456,Q109361945
Q107550601,Q95602396
Q109282903,Q96690191
Q108651085,Q50420532
Q108651094,Q50420532
Q105665536,Q28288068
Q105665539,Q28288068
Q107297677,Q34555562
Q107297679,Q34555562
Q107297694,Q34555562
Q109259796,Q47320490
Q116620881,Q55118285
Q116620883,Q55118285
Q116620886,Q55118285
Q116620908,Q55118285
Q116620909,Q55118285
Q116620911,Q55118285
Q116620913,Q55118285
Q116620903,Q55118285
Q116620906,Q55118285
Q116620907,Q55118285
Q116620905,Q55118285
Q116620912,Q55118285
Q116620904,Q55118285
Q116621401,Q55118285
Q116621402,Q55118285
Q116621405,Q55118285
Q116621395,Q55118285
Q116621396,Q55118285
Q116621397,Q55118285
Q116621398,Q55118285
Q116621399,Q55118285
Q116621400,Q55118285
Q116621403,Q55118285
Q116621404,Q55118285
Q116621436,Q55118285
Q107369428,Q104552382
Q107369434,Q104552382
Q107301446,Q64261872
Q107550680,Q106642644
Q107550681,Q106642644
Q107550682,Q106642644
Q109922588,Q101212124
Q107551427,Q106692362
Q107558773,Q106692362
Q109746362,Q89748873
Q108662708,Q94473592
Q108662901,Q94473592
Q108662902,Q94473592
Q107550351,Q106534414
Q109746353,Q91987032
Q107446142,Q89808480
Q107446145,Q89808480
Q107446150,Q89808480
Q107446225,Q89808480
Q107446226,Q89808480
Q107452701,Q92826478
Q108662910,Q104794656
Q108625776,Q50422244
Q108625792,Q48659057
Q108625794,Q48659057
Q108625799,Q48659057
Q109282758,Q107363182
Q107559263,Q104450624
Q106399424,Q83224730
Q108625896,Q90284294
Q107446903,Q92766837
Q107446911,Q92766837
Q107446913,Q92766837
Q107452691,Q92766837
Q108611484,Q90348985
Q108611486,Q90348985
Q108611499,Q91763046
Q107550583,Q106535191
Q107446719,Q89748559
Q107446754,Q89748559
Q109259734,Q107332851
Q109259738,Q107332851
Q109259751,Q107332851
Q109259770,Q107332851
Q106410729,Q36368053
Q109650355,Q59770869
Q107452704,Q60128972
Q108601045,Q106272047
Q107550696,Q99604056
Q71307004,Q71306466
Q71309282,Q71306466
Q71309853,Q71306466
Q71311225,Q71306466
Q71311846,Q71306466
Q71311853,Q71306466
Q71311856,Q71306466
Q71311871,Q71306466
Q71314947,Q71306466
Q71314983,Q71306466
Q71315000,Q71306466
Q71315001,Q71306466
Q71315025,Q71306466
Q71315030,Q71306466
Q71315035,Q71306466
Q70906206,Q70906629
Q70913420,Q70906629
Q106303260,Q26862512
Q104746126,Q55118285
Q116531244,Q55118285
Q116531267,Q55118285
Q116531268,Q55118285
Q116531274,Q55118285
Q4316451,Q55118285
Q55602946,Q55118285
Q105199518,Q104450621
Q71307001,Q71306466
Q71311217,Q71306466
Q71311864,Q71306466
Q71313344,Q71306466
Q71314043,Q71306466
Q71315006,Q71306466
Q71315560,Q71306466
Q71315567,Q71306466
Q107446789,Q90612750
Q107446793,Q90612750
Q107297609,Q48163564
Q107297639,Q48163564
Q107297640,Q48163564
Q104551542,Q70906629
Q106410680,Q106234628
Q106410701,Q106234628
Q107550674,Q104130336
Q107446528,Q47564808
Q107297649,Q92267490
Q107297654,Q92267490
Q107446489,Q37314462
Q107446492,Q37314462
Q107550262,Q106534301
Q107550289,Q106534301
Q108933018,Q50001722
Q101062635,Q50001722
Q106303287,Q26862512
Q106517063,Q106248504
Q106634239,Q98166912
Q108611496,Q91668217
Q107550607,Q95602396
Q108651087,Q50420532
Q105665541,Q28288068
Q107297678,Q34555562
Q107297700,Q34555562
Q70229756,Q55118285
Q107301438,Q64261872
Q107550678,Q106642644
Q107550693,Q106642644
Q108625767,Q93040438
Q107551428,Q106692362
Q108625910,Q100560052
Q108662900,Q94473592
Q108662906,Q94473592
Q107306969,Q89808480
Q107446097,Q89808480
Q107452695,Q92826478
Q108625783,Q48659057
Q109282914,Q92669541
Q109282916,Q92669541
Q107446862,Q91561671
Q107446866,Q91561671
Q108651097,Q52655768
Q108589638,Q104450624
Q107446914,Q92766837
Q107452692,Q92766837
Q108611478,Q90348985
Q108611487,Q90348985
Q108611492,Q90348985
Q108611494,Q90348985
Q108611498,Q91763046
Q107550597,Q106535191
Q107550598,Q106535191
Q107550617,Q102206138
Q107550666,Q102206138
Q107550667,Q102206138
Q109282911,Q91560057
Q109235258,Q107332851
Q109259726,Q107332851
Q109259742,Q107332851
Q107297744,Q57804774
Q107550613,Q106272047
Q107550694,Q99604056
Q101405033,Q34555562
Q116620728,Q55118285
Q116620729,Q55118285
Q116620730,Q55118285
Q116620731,Q55118285
Q116620733,Q55118285
Q116620732,Q55118285
Q116620743,Q55118285
Q116620744,Q55118285
Q116620745,Q55118285
Q116620746,Q55118285
Q116620747,Q55118285
Q116620748,Q55118285
Q116620750,Q55118285
Q116620752,Q55118285
Q116620753,Q55118285
Q116620754,Q55118285
Q116620749,Q55118285
Q116620751,Q55118285
Q116620755,Q55118285
Q116620757,Q55118285
Q116620758,Q55118285
Q116620759,Q55118285
Q116620760,Q55118285
Q116620756,Q55118285
Q116620765,Q55118285
Q116620768,Q55118285
Q116620769,Q55118285
Q116620770,Q55118285
Q116620771,Q55118285
Q116620772,Q55118285
Q116620764,Q55118285
Q116620766,Q55118285
Q116620767,Q55118285
Q116620773,Q55118285
Q116620774,Q55118285
Q116620775,Q55118285
Q116620779,Q55118285
Q116620780,Q55118285
Q116620781,Q55118285
Q116620782,Q55118285
Q116620797,Q55118285
Q116620798,Q55118285
Q116620799,Q55118285
Q116620801,Q55118285
Q116620803,Q55118285
Q116620805,Q55118285
Q116620794,Q55118285
Q116620795,Q55118285
Q116620796,Q55118285
Q116620800,Q55118285
Q116620802,Q55118285
Q116620804,Q55118285
Q116620818,Q55118285
Q116620821,Q55118285
Q116620823,Q55118285
Q116620819,Q55118285
Q116620822,Q55118285
Q116620835,Q55118285
Q116620836,Q55118285
Q116620838,Q55118285
Q116620839,Q55118285
Q116620842,Q55118285
Q116620844,Q55118285
Q116620845,Q55118285
Q116620834,Q55118285
Q116620840,Q55118285
Q116620841,Q55118285
Q116620843,Q55118285
Q116620846,Q55118285
Q116620847,Q55118285
Q116620848,Q55118285
Q116620837,Q55118285
Q116620856,Q55118285
Q116620860,Q55118285
Q116620861,Q55118285
Q116620863,Q55118285
Q116620866,Q55118285
Q116620855,Q55118285
Q116620857,Q55118285
Q116620858,Q55118285
Q116620859,Q55118285
Q116620867,Q55118285
Q116620869,Q55118285
Q116620870,Q55118285
Q116620862,Q55118285
Q116620864,Q55118285
Q116620865,Q55118285
Q116620868,Q55118285
Q116620880,Q55118285
Q116620885,Q55118285
Q116620873,Q55118285
Q116620874,Q55118285
Q116620875,Q55118285
Q116620878,Q55118285
Q116620882,Q55118285
Q116620884,Q55118285
Q116620887,Q55118285
Q116620872,Q55118285
Q116620876,Q55118285
Q116620879,Q55118285
Q116644365,Q55118285
Q116644354,Q55118285
Q116644358,Q55118285
Q116644359,Q55118285
Q116644360,Q55118285
Q116644362,Q55118285
Q116644366,Q55118285
Q116644367,Q55118285
Q116644368,Q55118285
Q116644369,Q55118285
Q116644370,Q55118285
Q116644372,Q55118285
Q116644373,Q55118285
Q116644374,Q55118285
Q116644375,Q55118285
Q116644371,Q55118285
Q116644397,Q55118285
Q116644399,Q55118285
Q116644401,Q55118285
Q116644404,Q55118285
Q116644405,Q55118285
Q116644398,Q55118285
Q116644400,Q55118285
Q116644402,Q55118285
Q116644403,Q55118285
Q116644406,Q55118285
Q116644407,Q55118285
Q116645085,Q55118285
Q116645081,Q55118285
Q116645082,Q55118285
Q116645084,Q55118285
Q116645086,Q55118285
Q116645177,Q55118285
Q116645185,Q55118285
Q116645245,Q55118285
Q116645246,Q55118285
Q116645248,Q55118285
Q116645252,Q55118285
Q116645249,Q55118285
Q116645250,Q55118285
Q116645251,Q55118285
Q116645324,Q55118285
Q116645327,Q55118285
Q116645328,Q55118285
Q116645329,Q55118285
Q116645331,Q55118285
Q116645332,Q55118285
Q116645333,Q55118285
Q116645335,Q55118285
Q116645336,Q55118285
Q116645325,Q55118285
Q116645489,Q55118285
Q116645491,Q55118285
Q116645492,Q55118285
Q116645488,Q55118285
Q116645494,Q55118285
Q116650053,Q55118285
Q116650058,Q55118285
Q116650056,Q55118285
Q116650041,Q55118285
Q116650054,Q55118285
Q116650057,Q55118285
Q116650139,Q55118285
Q116650140,Q55118285
Q116650147,Q55118285
Q116650163,Q55118285
Q116650168,Q55118285
Q116650170,Q55118285
Q116650166,Q55118285
Q116650192,Q55118285
Q116650199,Q55118285
Q116650142,Q55118285
Q116650143,Q55118285
Q116650145,Q55118285
Q116650146,Q55118285
Q116650162,Q55118285
Q116650160,Q55118285
Q116650164,Q55118285
Q116650193,Q55118285
Q116650188,Q55118285
Q116650191,Q55118285
Q116650197,Q55118285
Q116650225,Q55118285
Q116650226,Q55118285
Q116650222,Q55118285
Q116650224,Q55118285
Q113044508,Q90872162
Q112184880,Q96952470
Q112184893,Q96952470
Q112184897,Q96952470
Q112117472,Q68270459
Q112117475,Q68270459
Q112117425,Q40736991
Q113044558,Q55006597
Q116621430,Q55118285
Q116621431,Q55118285
Q116621432,Q55118285
Q116621433,Q55118285
Q116621435,Q55118285
Q116621445,Q55118285
Q116621437,Q55118285
Q116621439,Q55118285
Q116621440,Q55118285
Q116621442,Q55118285
Q116621443,Q55118285
Q116621444,Q55118285
Q116621446,Q55118285
Q116621438,Q55118285
Q116621441,Q55118285
Q116643027,Q55118285
Q116643028,Q55118285
Q116643037,Q55118285
Q116643031,Q55118285
Q116643033,Q55118285
Q116643040,Q55118285
Q116643029,Q55118285
Q116643035,Q55118285
Q116643030,Q55118285
Q116643038,Q55118285
Q116643042,Q55118285
Q116643048,Q55118285
Q116643050,Q55118285
Q116643045,Q55118285
Q116643047,Q55118285
Q116643225,Q55118285
Q116643227,Q55118285
Q116643233,Q55118285
Q116643234,Q55118285
Q116643229,Q55118285
Q116643231,Q55118285
Q116643241,Q55118285
Q116643236,Q55118285
Q116643238,Q55118285
Q116643240,Q55118285
Q116643243,Q55118285
Q116643245,Q55118285
Q116643247,Q55118285
Q116643249,Q55118285
Q116643251,Q55118285
Q116643254,Q55118285
Q116643252,Q55118285
Q116643256,Q55118285
Q116643334,Q55118285
Q116643340,Q55118285
Q116643350,Q55118285
Q116643331,Q55118285
Q116643353,Q55118285
Q116643354,Q55118285
Q116643346,Q55118285
Q116643342,Q55118285
Q116643338,Q55118285
Q116643333,Q55118285
Q116643349,Q55118285
Q116643336,Q55118285
Q116643351,Q55118285
Q116643332,Q55118285
Q116643345,Q55118285
Q116643352,Q55118285
Q116643335,Q55118285
Q116643339,Q55118285
Q116643341,Q55118285
Q116643344,Q55118285
Q116643337,Q55118285
Q116643343,Q55118285
Q116643347,Q55118285
Q116643355,Q55118285
Q116643356,Q55118285
Q116643357,Q55118285
Q113044520,Q104492479
Q113044524,Q104492479
Q112117455,Q111985889
Q112117460,Q111985889
Q112117466,Q111985889
Q111804504,Q91891499
Q113044545,Q93137723
Q112943567,Q89748825
Q112117497,Q64888669
Q112117502,Q64888669
Q113044548,Q38672340
Q113044566,Q91662280
Q112117477,Q112056199
Q112117478,Q112056199
Q113044553,Q91989344
Q71306999,Q71306466
Q71311215,Q71306466
Q71311229,Q71306466
Q71311245,Q71306466
Q71311867,Q71306466
Q71311873,Q71306466
Q71314033,Q71306466
Q71314036,Q71306466
Q71314927,Q71306466
Q71314930,Q71306466
Q71314964,Q71306466
Q71314993,Q71306466
Q71315010,Q71306466
Q101062644,Q96952470
Q116530607,Q55118285
Q116530624,Q55118285
Q116530698,Q55118285
Q116530711,Q55118285
Q116530771,Q55118285
Q116530791,Q55118285
Q116530842,Q55118285
Q116530863,Q55118285
Q116530891,Q55118285
Q116530897,Q55118285
Q116531255,Q55118285
Q116531272,Q55118285
Q116532083,Q55118285
Q4532277,Q55118285
Q13418826,Q55118285
Q71300289,Q55118285
Q107446530,Q58793343
Q107446867,Q70906629
Q106410695,Q106234628
Q107446901,Q92354852
Q107446472,Q37314462
Q106303284,Q26862512
Q106399393,Q101212121
Q106634211,Q98166912
Q106634213,Q98166912
Q107550604,Q95602396
Q107297692,Q34555562
Q116447180,Q55118285
Q116447211,Q55118285
Q116447222,Q55118285
Q116447251,Q55118285
Q116447278,Q55118285
Q116447280,Q55118285
Q116447309,Q55118285
Q116458241,Q55118285
Q116458242,Q55118285
Q116458257,Q55118285
Q116458292,Q55118285
Q116458298,Q55118285
Q116458306,Q55118285
Q116486256,Q55118285
Q116527524,Q55118285
Q116527525,Q55118285
Q116527527,Q55118285
Q116527649,Q55118285
Q116527656,Q55118285
Q116527745,Q55118285
Q116528985,Q55118285
Q116528995,Q55118285
Q116529022,Q55118285
Q116529033,Q55118285
Q116529035,Q55118285
Q116529251,Q55118285
Q116529591,Q55118285
Q116530598,Q55118285
Q116530600,Q55118285
Q116530609,Q55118285
Q116530626,Q55118285
Q116530688,Q55118285
Q116530695,Q55118285
Q116530697,Q55118285
Q116530702,Q55118285
Q116530706,Q55118285
Q116530785,Q55118285
Q116530864,Q55118285
Q116530881,Q55118285
Q116531139,Q55118285
Q116531246,Q55118285
Q116531253,Q55118285
Q116531271,Q55118285
Q116531278,Q55118285
Q116620545,Q55118285
Q116620546,Q55118285
Q116620547,Q55118285
Q116620549,Q55118285
Q116620548,Q55118285
Q116620550,Q55118285
Q116620551,Q55118285
Q116620552,Q55118285
Q116620553,Q55118285
Q116620555,Q55118285
Q116620556,Q55118285
Q116620557,Q55118285
Q116620559,Q55118285
Q116620558,Q55118285
Q116620560,Q55118285
Q116620561,Q55118285
Q116620563,Q55118285
Q116620565,Q55118285
Q116620562,Q55118285
Q116620566,Q55118285
Q116620567,Q55118285
Q116620569,Q55118285
Q116620570,Q55118285
Q116620571,Q55118285
Q116620572,Q55118285
Q116620574,Q55118285
Q116620564,Q55118285
Q107550353,Q106534414
Q107446069,Q89808480
Q107446080,Q89808480
Q107446140,Q89808480
Q107446249,Q89808480
Q107446253,Q89808480
Q107446905,Q92766837
Q106692505,Q90348985
Q107550375,Q106535191
Q107550376,Q106535191
Q107550599,Q106535191
Q107446720,Q89748559
Q107297727,Q57804774
Q106410727,Q36368053
Q116620568,Q55118285
Q116620573,Q55118285
Q116620579,Q55118285
Q116620578,Q55118285
Q116620580,Q55118285
Q116620581,Q55118285
Q116620582,Q55118285
Q116620583,Q55118285
Q116620584,Q55118285
Q116620585,Q55118285
Q116620589,Q55118285
Q116620590,Q55118285
Q116620595,Q55118285
Q116620596,Q55118285
Q116620588,Q55118285
Q116620591,Q55118285
Q116620592,Q55118285
Q116620593,Q55118285
Q116620594,Q55118285
Q116620597,Q55118285
Q116620599,Q55118285
Q116620600,Q55118285
Q116620601,Q55118285
Q116620598,Q55118285
Q116620603,Q55118285
Q116620605,Q55118285
Q116620606,Q55118285
Q116620608,Q55118285
Q116620609,Q55118285
Q116620610,Q55118285
Q116620611,Q55118285
Q116620612,Q55118285
Q116620614,Q55118285
Q116620607,Q55118285
Q116620613,Q55118285
Q116620616,Q55118285
Q116620624,Q55118285
Q116620631,Q55118285
Q116620623,Q55118285
Q116620627,Q55118285
Q116620629,Q55118285
Q116620630,Q55118285
Q116620625,Q55118285
Q116620628,Q55118285
Q116620634,Q55118285
Q116620636,Q55118285
Q116620639,Q55118285
Q116620635,Q55118285
Q116620637,Q55118285
Q116620638,Q55118285
Q116620644,Q55118285
Q116620647,Q55118285
Q116620648,Q55118285
Q116620650,Q55118285
Q116620651,Q55118285
Q116620646,Q55118285
Q116620649,Q55118285
Q116620652,Q55118285
Q116620660,Q55118285
Q116620661,Q55118285
Q116620664,Q55118285
Q116620665,Q55118285
Q116620666,Q55118285
Q116620668,Q55118285
Q116620669,Q55118285
Q116620662,Q55118285
Q116620663,Q55118285
Q116620667,Q55118285
Q116620670,Q55118285
Q116620671,Q55118285
Q116620678,Q55118285
Q116620682,Q55118285
Q116620687,Q55118285
Q116620688,Q55118285
Q116620690,Q55118285
Q116620694,Q55118285
Q116620677,Q55118285
Q116620680,Q55118285
Q116620684,Q55118285
Q116620689,Q55118285
Q116620693,Q55118285
Q116620696,Q55118285
Q116620699,Q55118285
Q116620679,Q55118285
Q116620681,Q55118285
Q116620683,Q55118285
Q116620686,Q55118285
Q116620691,Q55118285
Q116620697,Q55118285
Q116620717,Q55118285
Q107550671,Q104130336
Q109593265,Q59066334
Q108699667,Q50001722
Q108933017,Q50001722
Q108933026,Q50001722
Q109662153,Q91523279
Q109662155,Q91523279
Q109746207,Q91523279
Q109746211,Q91523279
Q109746213,Q91523279
Q109282755,Q107448777
Q108625753,Q47095124
Q108625755,Q47095124
Q107550605,Q95602396
Q108699662,Q91739840
Q108651091,Q50420532
Q109282918,Q102053616
Q107550675,Q106642644
Q107550687,Q106642644
Q108625089,Q42972264
Q108625733,Q42972264
Q108625741,Q42972264
Q108625748,Q42972264
Q109662145,Q97903250
Q109662150,Q97903250
Q109805073,Q89748873
Q109746218,Q108840167
Q109746227,Q108840167
Q108625908,Q100560052
Q108625913,Q100560052
Q108651077,Q100560052
Q108662895,Q94473592
Q108662899,Q94473592
Q109746228,Q91987032
Q108662908,Q104794656
Q108625790,Q48659057
Q109282764,Q107363182
Q108611473,Q90348985
Q109259740,Q107332851
Q109259761,Q107332851
Q109259791,Q107332851
Q109282922,Q42144472
Q109650358,Q59770869
Q108589677,Q106272047
Q108601040,Q106272047
Q109282919,Q91595293
Q111729569,Q111686643
Q111729590,Q26823083
Q111729599,Q26823083
Q111729600,Q26823083
Q111804301,Q92166143
Q111804312,Q61800365
Q111803486,Q111722922
Q111804291,Q97534241
Q111451713,Q57149117
Q111415232,Q57025360
Q111729563,Q111686643
Q111729567,Q111686643
Q111415216,Q38699928
Q111415507,Q52374114
Q109922910,Q92204349
Q111583376,Q111441182
Q111416659,Q63979659
Q111416673,Q63979659
Q111583410,Q111524386
Q109805081,Q108923922
Q109805086,Q108923922
Q109922285,Q108923922
Q109922734,Q100899356
Q111481954,Q92856630
Q111481963,Q92856630
Q111729446,Q41309339
Q111394021,Q57025321
Q111451890,Q111412806
Q111248081,Q34519843
Q109922753,Q57814130
Q109922899,Q57814130
Q116620720,Q55118285
Q116620722,Q55118285
Q116620725,Q55118285
Q116620727,Q55118285
Q116620718,Q55118285
Q116620719,Q55118285
Q116620721,Q55118285
Q116620723,Q55118285
Q116620724,Q55118285
Q116620726,Q55118285
Q111451713,Q55118285
Q111393912,Q109755007
Q111416605,Q91024501
Q111416606,Q91024501
Q111416581,Q37320970
Q111416590,Q37320970
Q111416740,Q92668670
Q111416749,Q92668670
Q111416750,Q92668670
Q111416914,Q100753797
Q111416919,Q100753797
Q111416828,Q27321172
Q111416834,Q27321172
Q111416836,Q27321172
Q109922619,Q101212124
Q111416633,Q101050636
Q111729532,Q111652369
Q111729540,Q111652369
Q111416847,Q51415870
Q111416728,Q36765250
Q111729489,Q111649631
Q111729492,Q111649631
Q111729493,Q111649631
Q111729494,Q111649631
Q111729507,Q111649631
Q111451681,Q94492361
Q111508452,Q111508402
Q111416758,Q51767593
Q111416756,Q60911950
Q111416721,Q60300379
Q111416726,Q60300379
Q111729551,Q107363182
Q111729552,Q107363182
Q111729558,Q107363182
Q111416683,Q59794209
Q111482078,Q111441172
Q111482187,Q111441172
Q111482190,Q111441172
Q109922438,Q67653684
Q111583584,Q99571943
Q111583585,Q99571943
Q111416754,Q90950243
Q111416768,Q92163648
Q111451578,Q111245549
Q111416692,Q47122082
Q111416718,Q47122082
Q111416719,Q47122082
Q111416867,Q93063965
Q109922448,Q109361717
Q109922452,Q109361717
Q109922453,Q109361717
Q109922317,Q109264954
Q111729424,Q59806190
Q111393948,Q92017855
Q111393954,Q92017855
Q111415504,Q98614795
Q109922586,Q90572524
Q111416781,Q89474518
Q109922439,Q109361436
Q111416570,Q91891091
Q109922912,Q92204349
Q109922913,Q92204349
Q111393984,Q89720882
Q109805078,Q108923922
Q109922733,Q100899356
Q113661771,Q34670376
